consumer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Fresh fruits and vegetables,February,2018,2018,Lower bound of prediction interval,-2.7
Fresh fruits and vegetables,January,2018,2018,Upper bound of prediction interval,5.9
Fresh fruits and vegetables,January,2018,2018,Mid point of prediction interval,0.5
Fruits and vegetables,August,2018,2018,Mid point of prediction interval,0.7
Fresh fruits and vegetables,January,2018,2018,Lower bound of prediction interval,-4.5
Fruits and vegetables,December,2018,2018,Mid point of prediction interval,0.6
Fruits and vegetables,December,2018,2018,Lower bound of prediction interval,0.3
Fruits and vegetables,November,2018,2018,Upper bound of prediction interval,1.2
Fruits and vegetables,November,2018,2018,Mid point of prediction interval,0.7
Fruits and vegetables,November,2018,2018,Lower bound of prediction interval,0.2
Fruits and vegetables,October,2018,2018,Upper bound of prediction interval,1.6
Fruits and vegetables,October,2018,2018,Mid point of prediction interval,0.7
Fruits and vegetables,October,2018,2018,Lower bound of prediction interval,-0.2
Fruits and vegetables,September,2018,2018,Upper bound of prediction interval,1.7
Fruits and vegetables,September,2018,2018,Mid point of prediction interval,0.5
Fruits and vegetables,September,2018,2018,Lower bound of prediction interval,-0.6
Fruits and vegetables,December,2018,2018,Upper bound of prediction interval,0.8
Fish and seafood,October,2018,2018,Lower bound of prediction interval,1.5
Fish and seafood,September,2018,2018,Upper bound of prediction interval,3.3
Fish and seafood,September,2018,2018,Mid point of prediction interval,2.4
Beef and veal,October,2018,2018,Mid point of prediction interval,1.6
Beef and veal,October,2018,2018,Lower bound of prediction interval,0.8
Beef and veal,September,2018,2018,Upper bound of prediction interval,3.4
Beef and veal,September,2018,2018,Mid point of prediction interval,2.1
Beef and veal,September,2018,2018,Lower bound of prediction interval,0.9
Beef and veal,August,2018,2018,Upper bound of prediction interval,4.0
Beef and veal,August,2018,2018,Mid point of prediction interval,2.2
Beef and veal,August,2018,2018,Lower bound of prediction interval,0.5
Beef and veal,July,2018,2018,Upper bound of prediction interval,4.6
Beef and veal,July,2018,2018,Mid point of prediction interval,2.2
Beef and veal,July,2018,2018,Lower bound of prediction interval,0.0
Beef and veal,October,2018,2018,Upper bound of prediction interval,2.5
Beef and veal,June,2018,2018,Upper bound of prediction interval,3.8
Beef and veal,June,2018,2018,Lower bound of prediction interval,-1.8
Beef and veal,May,2018,2018,Upper bound of prediction interval,6.3
Beef and veal,May,2018,2018,Mid point of prediction interval,2.7
Beef and veal,May,2018,2018,Lower bound of prediction interval,-0.7
Beef and veal,April,2018,2018,Upper bound of prediction interval,5.5
Beef and veal,April,2018,2018,Mid point of prediction interval,1.3
Beef and veal,April,2018,2018,Lower bound of prediction interval,-2.7
Beef and veal,March,2018,2018,Upper bound of prediction interval,4.7
Beef and veal,March,2018,2018,Mid point of prediction interval,-0.2
Beef and veal,March,2018,2018,Lower bound of prediction interval,-4.7
Beef and veal,February,2018,2018,Upper bound of prediction interval,4.5
Beef and veal,June,2018,2018,Mid point of prediction interval,0.9
Beef and veal,February,2018,2018,Mid point of prediction interval,-1.0
Beef and veal,November,2018,2018,Lower bound of prediction interval,0.9
Beef and veal,November,2018,2018,Upper bound of prediction interval,1.8
Pork,July,2018,2018,Upper bound of prediction interval,1.8
Pork,July,2018,2018,Mid point of prediction interval,-0.7
Pork,July,2018,2018,Lower bound of prediction interval,-3.2
Pork,June,2018,2018,Upper bound of prediction interval,2.6
Pork,June,2018,2018,Mid point of prediction interval,-0.6
Pork,June,2018,2018,Lower bound of prediction interval,-3.8
Pork,May,2018,2018,Upper bound of prediction interval,3.1
Pork,May,2018,2018,Mid point of prediction interval,-0.8
Pork,May,2018,2018,Lower bound of prediction interval,-4.6
Pork,April,2018,2018,Upper bound of prediction interval,5.2
Pork,April,2018,2018,Mid point of prediction interval,0.3
Sugar and sweets,July,2018,2019,Lower bound of forecast range,0.0
Pork,April,2018,2018,Lower bound of prediction interval,-4.2
Pork,March,2018,2018,Mid point of prediction interval,-0.9
Pork,March,2018,2018,Lower bound of prediction interval,-6.1
Pork,February,2018,2018,Upper bound of prediction interval,7.2
Pork,February,2018,2018,Mid point of prediction interval,0.6
Pork,February,2018,2018,Lower bound of prediction interval,-5.6
Pork,January,2018,2018,Upper bound of prediction interval,5.7
Pork,January,2018,2018,Mid point of prediction interval,-1.9
Pork,January,2018,2018,Lower bound of prediction interval,-8.9
Beef and veal,December,2018,2018,Upper bound of prediction interval,1.7
Beef and veal,December,2018,2018,Mid point of prediction interval,1.4
Beef and veal,December,2018,2018,Lower bound of prediction interval,1.2
Pork,March,2018,2018,Upper bound of prediction interval,4.8
Pork,August,2018,2018,Lower bound of prediction interval,-2.0
Beef and veal,February,2018,2018,Lower bound of prediction interval,-6.2
Beef and veal,January,2018,2018,Mid point of prediction interval,1.2
Meats,March,2018,2018,Upper bound of prediction interval,3.3
Meats,March,2018,2018,Mid point of prediction interval,-0.5
Meats,March,2018,2018,Lower bound of prediction interval,-4.1
Meats,February,2018,2018,Upper bound of prediction interval,4.1
Meats,February,2018,2018,Mid point of prediction interval,-0.5
Meats,February,2018,2018,Lower bound of prediction interval,-4.7
Meats,January,2018,2018,Upper bound of prediction interval,5.4
Meats,January,2018,2018,Mid point of prediction interval,0.2
Meats,January,2018,2018,Lower bound of prediction interval,-4.8
"Meats, poultry, and fish",December,2018,2018,Upper bound of prediction interval,0.8
"Meats, poultry, and fish",December,2018,2018,Mid point of prediction interval,0.7
Meats,April,2018,2018,Lower bound of prediction interval,-1.9
"Meats, poultry, and fish",December,2018,2018,Lower bound of prediction interval,0.6
"Meats, poultry, and fish",November,2018,2018,Mid point of prediction interval,0.7
"Meats, poultry, and fish",November,2018,2018,Lower bound of prediction interval,0.4
"Meats, poultry, and fish",October,2018,2018,Upper bound of prediction interval,1.2
"Meats, poultry, and fish",October,2018,2018,Mid point of prediction interval,0.7
"Meats, poultry, and fish",October,2018,2018,Lower bound of prediction interval,0.3
"Meats, poultry, and fish",September,2018,2018,Upper bound of prediction interval,1.9
"Meats, poultry, and fish",September,2018,2018,Mid point of prediction interval,1.2
"Meats, poultry, and fish",September,2018,2018,Lower bound of prediction interval,0.5
"Meats, poultry, and fish",August,2018,2018,Upper bound of prediction interval,2.2
"Meats, poultry, and fish",August,2018,2018,Mid point of prediction interval,1.2
"Meats, poultry, and fish",August,2018,2018,Lower bound of prediction interval,0.3
"Meats, poultry, and fish",November,2018,2018,Upper bound of prediction interval,1.0
Beef and veal,January,2018,2018,Upper bound of prediction interval,7.8
Meats,April,2018,2018,Mid point of prediction interval,1.3
Meats,May,2018,2018,Lower bound of prediction interval,-1.4
Beef and veal,January,2018,2018,Lower bound of prediction interval,-4.8
Meats,December,2018,2018,Upper bound of prediction interval,0.6
Meats,December,2018,2018,Mid point of prediction interval,0.5
Meats,December,2018,2018,Lower bound of prediction interval,0.3
Meats,November,2018,2018,Upper bound of prediction interval,0.7
Meats,November,2018,2018,Mid point of prediction interval,0.4
Meats,November,2018,2018,Lower bound of prediction interval,0.1
Meats,October,2018,2018,Upper bound of prediction interval,1.1
Meats,October,2018,2018,Mid point of prediction interval,0.5
Meats,October,2018,2018,Lower bound of prediction interval,-0.1
Meats,September,2018,2018,Upper bound of prediction interval,1.9
Meats,April,2018,2018,Upper bound of prediction interval,4.7
Meats,September,2018,2018,Mid point of prediction interval,1.0
Meats,August,2018,2018,Upper bound of prediction interval,2.2
Meats,August,2018,2018,Mid point of prediction interval,0.9
Meats,August,2018,2018,Lower bound of prediction interval,-0.3
Meats,July,2018,2018,Upper bound of prediction interval,2.1
Meats,July,2018,2018,Mid point of prediction interval,0.4
Meats,July,2018,2018,Lower bound of prediction interval,-1.3
Meats,June,2018,2018,Upper bound of prediction interval,2.1
Meats,June,2018,2018,Mid point of prediction interval,0.0
Meats,June,2018,2018,Lower bound of prediction interval,-2.1
Meats,May,2018,2018,Upper bound of prediction interval,4.0
Meats,May,2018,2018,Mid point of prediction interval,1.3
Meats,September,2018,2018,Lower bound of prediction interval,0.1
Fresh fruits,November,2018,2018,Upper bound of prediction interval,2.0
Pork,August,2018,2018,Mid point of prediction interval,-0.1
Pork,September,2018,2018,Lower bound of prediction interval,-1.0
Poultry,November,2018,2018,Upper bound of prediction interval,0.7
Poultry,November,2018,2018,Mid point of prediction interval,0.4
Poultry,November,2018,2018,Lower bound of prediction interval,0.1
Poultry,October,2018,2018,Upper bound of prediction interval,0.8
Poultry,October,2018,2018,Mid point of prediction interval,0.4
Poultry,October,2018,2018,Lower bound of prediction interval,-0.1
Poultry,September,2018,2018,Upper bound of prediction interval,1.4
Poultry,September,2018,2018,Mid point of prediction interval,0.7
Poultry,September,2018,2018,Lower bound of prediction interval,0.1
Poultry,August,2018,2018,Upper bound of prediction interval,2.1
Poultry,August,2018,2018,Mid point of prediction interval,1.1
Poultry,December,2018,2018,Lower bound of prediction interval,0.2
Poultry,August,2018,2018,Lower bound of prediction interval,0.3
Poultry,July,2018,2018,Mid point of prediction interval,1.0
Poultry,July,2018,2018,Lower bound of prediction interval,-0.1
Poultry,June,2018,2018,Upper bound of prediction interval,2.4
Poultry,June,2018,2018,Mid point of prediction interval,1.0
Poultry,June,2018,2018,Lower bound of prediction interval,-0.4
Poultry,May,2018,2018,Upper bound of prediction interval,2.8
Poultry,May,2018,2018,Mid point of prediction interval,1.1
Poultry,May,2018,2018,Lower bound of prediction interval,-0.5
Poultry,April,2018,2018,Upper bound of prediction interval,3.1
Poultry,April,2018,2018,Mid point of prediction interval,1.1
Poultry,April,2018,2018,Lower bound of prediction interval,-0.7
Poultry,July,2018,2018,Upper bound of prediction interval,2.1
Poultry,March,2018,2018,Upper bound of prediction interval,3.2
Poultry,December,2018,2018,Mid point of prediction interval,0.3
Fish and seafood,January,2018,2018,Lower bound of prediction interval,-1.7
Fish and seafood,September,2018,2018,Lower bound of prediction interval,1.5
Fish and seafood,August,2018,2018,Upper bound of prediction interval,3.0
Fish and seafood,August,2018,2018,Mid point of prediction interval,1.9
Fish and seafood,August,2018,2018,Lower bound of prediction interval,0.8
Fish and seafood,July,2018,2018,Upper bound of prediction interval,3.6
Fish and seafood,July,2018,2018,Mid point of prediction interval,2.1
Fish and seafood,July,2018,2018,Lower bound of prediction interval,0.6
Fish and seafood,June,2018,2018,Upper bound of prediction interval,3.7
Fish and seafood,June,2018,2018,Mid point of prediction interval,1.9
Fish and seafood,June,2018,2018,Lower bound of prediction interval,0.1
Fish and seafood,May,2018,2018,Upper bound of prediction interval,4.8
Poultry,December,2018,2018,Upper bound of prediction interval,0.5
Fish and seafood,May,2018,2018,Mid point of prediction interval,2.6
Fish and seafood,April,2018,2018,Upper bound of prediction interval,4.0
Fish and seafood,April,2018,2018,Mid point of prediction interval,1.4
Fish and seafood,April,2018,2018,Lower bound of prediction interval,-1.1
Fish and seafood,March,2018,2018,Upper bound of prediction interval,3.4
Fish and seafood,March,2018,2018,Mid point of prediction interval,0.5
Fish and seafood,March,2018,2018,Lower bound of prediction interval,-2.3
Fish and seafood,February,2018,2018,Upper bound of prediction interval,5.3
Fish and seafood,February,2018,2018,Mid point of prediction interval,1.8
Fish and seafood,February,2018,2018,Lower bound of prediction interval,-1.4
Fish and seafood,January,2018,2018,Upper bound of prediction interval,5.8
Fish and seafood,January,2018,2018,Mid point of prediction interval,2.0
Fish and seafood,May,2018,2018,Lower bound of prediction interval,0.4
Pork,August,2018,2018,Upper bound of prediction interval,1.9
Poultry,March,2018,2018,Mid point of prediction interval,0.9
Poultry,February,2018,2018,Upper bound of prediction interval,3.5
Other meats,May,2018,2018,Lower bound of prediction interval,-1.5
Other meats,April,2018,2018,Upper bound of prediction interval,4.1
Other meats,April,2018,2018,Mid point of prediction interval,1.0
Other meats,April,2018,2018,Lower bound of prediction interval,-1.9
Other meats,March,2018,2018,Upper bound of prediction interval,3.4
Other meats,March,2018,2018,Mid point of prediction interval,0.0
Other meats,March,2018,2018,Lower bound of prediction interval,-3.4
Other meats,February,2018,2018,Upper bound of prediction interval,4.3
Other meats,February,2018,2018,Mid point of prediction interval,0.2
Other meats,February,2018,2018,Lower bound of prediction interval,-3.6
Other meats,January,2018,2018,Upper bound of prediction interval,5.6
Other meats,May,2018,2018,Mid point of prediction interval,1.0
Other meats,January,2018,2018,Mid point of prediction interval,0.8
Pork,December,2018,2018,Upper bound of prediction interval,-0.1
Pork,December,2018,2018,Mid point of prediction interval,-0.3
Pork,December,2018,2018,Lower bound of prediction interval,-0.5
Pork,November,2018,2018,Upper bound of prediction interval,0.2
Pork,November,2018,2018,Mid point of prediction interval,-0.3
Pork,November,2018,2018,Lower bound of prediction interval,-0.8
Pork,October,2018,2018,Upper bound of prediction interval,0.9
Pork,October,2018,2018,Mid point of prediction interval,0.0
